img_path,img_gt_class_labels,img_gt_bbox_coords
VOCdevkit/VOC2012/JPEGImages/2012_003141.jpg,"['person', 'person']","[[29, 87, 131, 150], [348, 95, 140, 248]]"
VOCdevkit/VOC2012/JPEGImages/2011_003380.jpg,['person'],"[[120, 92, 200, 369]]"
VOCdevkit/VOC2012/JPEGImages/2010_005374.jpg,"['bicycle', 'person']","[[21, 1, 479, 374], [168, 1, 288, 341]]"
VOCdevkit/VOC2012/JPEGImages/2010_004847.jpg,['bird'],"[[93, 32, 407, 343]]"
VOCdevkit/VOC2012/JPEGImages/2011_006939.jpg,['person'],"[[279, 62, 95, 156]]"
VOCdevkit/VOC2012/JPEGImages/2012_003180.jpg,['person'],"[[257, 96, 181, 173]]"
VOCdevkit/VOC2012/JPEGImages/2011_005823.jpg,['person'],"[[171, 104, 72, 68]]"
VOCdevkit/VOC2012/JPEGImages/2011_000969.jpg,['bus'],"[[177, 160, 263, 108]]"
VOCdevkit/VOC2012/JPEGImages/2009_003450.jpg,['bird'],"[[60, 264, 287, 163]]"
VOCdevkit/VOC2012/JPEGImages/2010_006424.jpg,['person'],"[[239, 122, 128, 253]]"
VOCdevkit/VOC2012/JPEGImages/2008_000448.jpg,"['person', 'person']","[[16, 500, -15, -222], [255, 500, -174, -153]]"
VOCdevkit/VOC2012/JPEGImages/2012_000704.jpg,['person'],"[[154, 99, 146, 208]]"
VOCdevkit/VOC2012/JPEGImages/2012_001366.jpg,"['person', 'person', 'person', 'person']","[[174, 164, 39, 98], [238, 170, 32, 105], [214, 207, 29, 66], [268, 203, 25, 69]]"
VOCdevkit/VOC2012/JPEGImages/2011_006153.jpg,['person'],"[[71, 86, 237, 312]]"
VOCdevkit/VOC2012/JPEGImages/2010_006140.jpg,['person'],"[[1, 1, 499, 374]]"
VOCdevkit/VOC2012/JPEGImages/2010_005865.jpg,"['diningtable', 'bottle', 'bottle', 'person']","[[1, 53, 499, 321], [439, 9, 53, 133], [459, 22, 41, 144], [178, 1, 205, 55]]"
VOCdevkit/VOC2012/JPEGImages/2008_005816.jpg,['cat'],"[[1, 369, 0, 131]]"
VOCdevkit/VOC2012/JPEGImages/2008_000270.jpg,"['person', 'dog', 'sofa', 'person']","[[124, 332, -24, 26], [190, 334, 117, 166], [89, 334, -88, 166], [59, 228, -35, 23]]"
VOCdevkit/VOC2012/JPEGImages/2011_000917.jpg,"['chair', 'chair', 'chair']","[[13, 242, 160, 258], [234, 250, 113, 176], [117, 243, 135, 219]]"
VOCdevkit/VOC2012/JPEGImages/2008_003886.jpg,['boat'],"[[114, 219, -24, 240]]"
VOCdevkit/VOC2012/JPEGImages/2008_006037.jpg,['car'],"[[178, 210, -95, -69]]"
VOCdevkit/VOC2012/JPEGImages/2009_002429.jpg,['cat'],"[[5, 2, 495, 362]]"
VOCdevkit/VOC2012/JPEGImages/2010_000723.jpg,"['person', 'car', 'car']","[[433, 139, 21, 60], [46, 86, 375, 184], [422, 132, 78, 44]]"
VOCdevkit/VOC2012/JPEGImages/2012_004159.jpg,['person'],"[[72, 182, 48, 120]]"
VOCdevkit/VOC2012/JPEGImages/2010_003091.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'diningtable', 'person', 'bottle', 'bottle']","[[245, 125, 51, 78], [196, 118, 68, 119], [136, 105, 114, 161], [2, 107, 149, 227], [392, 124, 108, 251], [325, 89, 175, 250], [1, 236, 402, 139], [370, 246, 38, 35], [183, 206, 35, 132], [304, 176, 18, 66]]"
VOCdevkit/VOC2012/JPEGImages/2012_002830.jpg,['person'],"[[301, 111, 89, 129]]"
VOCdevkit/VOC2012/JPEGImages/2011_001350.jpg,"['sheep', 'sheep']","[[255, 250, 146, 88], [187, 141, 263, 197]]"
VOCdevkit/VOC2012/JPEGImages/2010_000747.jpg,['bicycle'],"[[5, 133, 200, 179]]"
VOCdevkit/VOC2012/JPEGImages/2010_006106.jpg,['person'],"[[10, 34, 149, 237]]"
VOCdevkit/VOC2012/JPEGImages/2011_002143.jpg,"['car', 'car', 'car', 'car', 'car', 'car', 'car', 'car', 'car']","[[220, 287, 53, 74], [45, 261, 122, 126], [155, 289, 31, 79], [171, 293, 50, 54], [253, 286, 42, 97], [266, 235, 66, 159], [1, 106, 171, 353], [82, 137, 163, 58], [233, 111, 142, 136]]"
VOCdevkit/VOC2012/JPEGImages/2010_006841.jpg,"['person', 'person']","[[284, 47, 96, 236], [162, 61, 78, 189]]"
VOCdevkit/VOC2012/JPEGImages/2011_003668.jpg,"['person', 'person']","[[397, 297, 82, 60], [206, 283, 68, 56]]"
VOCdevkit/VOC2012/JPEGImages/2011_006424.jpg,['person'],"[[67, 56, 202, 313]]"
VOCdevkit/VOC2012/JPEGImages/2011_006870.jpg,['person'],"[[207, 229, 61, 87]]"
VOCdevkit/VOC2012/JPEGImages/2010_000388.jpg,['horse'],"[[133, 49, 279, 284]]"
VOCdevkit/VOC2012/JPEGImages/2008_008511.jpg,"['motorbike', 'motorbike', 'motorbike', 'person', 'person', 'person']","[[130, 305, -81, -21], [183, 307, 61, 83], [206, 305, 78, 135], [40, 302, 31, -91], [117, 303, 97, 22], [156, 259, 143, 127]]"
VOCdevkit/VOC2012/JPEGImages/2008_003449.jpg,"['boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat']","[[206, 375, -93, -59], [95, 146, 245, 247], [121, 149, 269, 276], [90, 128, 196, 215], [167, 257, 260, 243], [107, 135, -43, -13], [111, 148, 366, 352], [97, 244, -8, 119]]"
VOCdevkit/VOC2012/JPEGImages/2011_003990.jpg,['person'],"[[407, 219, 93, 156]]"
VOCdevkit/VOC2012/JPEGImages/2011_003511.jpg,"['person', 'person']","[[86, 29, 177, 313], [248, 21, 207, 354]]"
VOCdevkit/VOC2012/JPEGImages/2012_001318.jpg,['person'],"[[73, 66, 149, 392]]"
VOCdevkit/VOC2012/JPEGImages/2012_003521.jpg,['person'],"[[39, 32, 154, 298]]"
VOCdevkit/VOC2012/JPEGImages/2011_005984.jpg,['person'],"[[97, 37, 168, 433]]"
VOCdevkit/VOC2012/JPEGImages/2009_002348.jpg,"['bus', 'bus']","[[479, 48, 21, 183], [113, 95, 340, 96]]"
VOCdevkit/VOC2012/JPEGImages/2011_002062.jpg,['motorbike'],"[[115, 1, 369, 311]]"
VOCdevkit/VOC2012/JPEGImages/2011_005881.jpg,['person'],"[[309, 178, 41, 59]]"
VOCdevkit/VOC2012/JPEGImages/2009_002377.jpg,"['person', 'train', 'chair']","[[384, 93, 14, 42], [404, 71, 87, 78], [366, 116, 14, 17]]"
VOCdevkit/VOC2012/JPEGImages/2009_001266.jpg,['person'],"[[194, 110, 119, 223]]"
VOCdevkit/VOC2012/JPEGImages/2010_000238.jpg,"['person', 'person', 'aeroplane', 'person']","[[166, 140, 47, 126], [233, 144, 47, 91], [258, 15, 242, 265], [1, 154, 21, 43]]"
VOCdevkit/VOC2012/JPEGImages/2007_002227.jpg,"['tvmonitor', 'bicycle']","[[64, 135, 355, 365], [20, 330, 13, 120]]"
VOCdevkit/VOC2012/JPEGImages/2011_000908.jpg,['person'],"[[1, 64, 413, 269]]"
VOCdevkit/VOC2012/JPEGImages/2010_001251.jpg,['motorbike'],"[[1, 15, 427, 359]]"
VOCdevkit/VOC2012/JPEGImages/2008_004850.jpg,"['car', 'car']","[[348, 407, -267, -186], [426, 500, -368, -213]]"
VOCdevkit/VOC2012/JPEGImages/2011_001687.jpg,['person'],"[[2, 54, 178, 196]]"
VOCdevkit/VOC2012/JPEGImages/2011_001252.jpg,"['boat', 'boat', 'boat']","[[125, 23, 65, 258], [62, 126, 30, 41], [127, 271, 68, 213]]"
VOCdevkit/VOC2012/JPEGImages/2009_002031.jpg,"['dog', 'dog']","[[9, 101, 242, 169], [229, 69, 271, 262]]"
VOCdevkit/VOC2012/JPEGImages/2008_005276.jpg,"['bicycle', 'person']","[[361, 461, -353, -384], [300, 482, -194, -308]]"
VOCdevkit/VOC2012/JPEGImages/2009_004162.jpg,"['diningtable', 'bottle', 'bottle', 'bottle', 'bottle', 'person']","[[1, 27, 499, 348], [189, 1, 52, 157], [241, 12, 65, 157], [370, 1, 70, 137], [427, 1, 49, 111], [65, 1, 306, 82]]"
VOCdevkit/VOC2012/JPEGImages/2010_003309.jpg,['cat'],"[[6, 1, 480, 374]]"
VOCdevkit/VOC2012/JPEGImages/2009_004965.jpg,['tvmonitor'],"[[79, 103, 140, 104]]"
VOCdevkit/VOC2012/JPEGImages/2008_006417.jpg,"['car', 'car', 'car']","[[246, 292, -204, -137], [224, 247, -175, -136], [229, 237, 157, 163]]"
VOCdevkit/VOC2012/JPEGImages/2011_004231.jpg,['person'],"[[212, 225, 17, 18]]"
VOCdevkit/VOC2012/JPEGImages/2008_005646.jpg,"['person', 'bottle', 'person']","[[55, 375, 32, 125], [298, 375, -39, -69], [61, 375, 25, -67]]"
VOCdevkit/VOC2012/JPEGImages/2009_000718.jpg,"['bottle', 'dog']","[[243, 125, 40, 48], [186, 86, 63, 118]]"
VOCdevkit/VOC2012/JPEGImages/2010_000984.jpg,['train'],"[[86, 113, 335, 114]]"
VOCdevkit/VOC2012/JPEGImages/2008_003055.jpg,"['horse', 'horse']","[[78, 361, -7, -86], [40, 299, 242, 101]]"
VOCdevkit/VOC2012/JPEGImages/2012_000461.jpg,['person'],"[[111, 2, 375, 373]]"
VOCdevkit/VOC2012/JPEGImages/2010_003019.jpg,['dog'],"[[22, 32, 478, 348]]"
VOCdevkit/VOC2012/JPEGImages/2008_008346.jpg,['bird'],"[[57, 492, -42, -180]]"
VOCdevkit/VOC2012/JPEGImages/2009_003416.jpg,"['motorbike', 'car']","[[89, 124, 234, 159], [1, 114, 226, 114]]"
VOCdevkit/VOC2012/JPEGImages/2009_001389.jpg,"['person', 'person']","[[5, 3, 201, 330], [205, 23, 295, 310]]"
VOCdevkit/VOC2012/JPEGImages/2007_001857.jpg,"['car', 'person', 'person', 'person', 'person', 'person', 'person']","[[11, 374, -10, 126], [1, 127, 396, 352], [1, 122, 327, 291], [1, 117, 225, 210], [3, 104, 165, 132], [1, 45, 85, 100], [32, 67, 100, 106]]"
VOCdevkit/VOC2012/JPEGImages/2010_001785.jpg,"['diningtable', 'bottle', 'bottle', 'bottle', 'person', 'person', 'person', 'bottle', 'bottle', 'bottle', 'pottedplant']","[[64, 181, 376, 194], [314, 132, 28, 72], [248, 184, 46, 76], [228, 207, 25, 44], [400, 109, 100, 266], [1, 107, 182, 268], [34, 59, 181, 168], [46, 1, 15, 31], [32, 1, 15, 31], [9, 1, 21, 33], [301, 133, 75, 71]]"
VOCdevkit/VOC2012/JPEGImages/2011_002704.jpg,"['person', 'person']","[[356, 166, 85, 175], [27, 154, 81, 208]]"
VOCdevkit/VOC2012/JPEGImages/2011_001986.jpg,"['sheep', 'sheep']","[[24, 23, 455, 308], [172, 182, 327, 149]]"
VOCdevkit/VOC2012/JPEGImages/2011_005804.jpg,['person'],"[[65, 130, 194, 317]]"
VOCdevkit/VOC2012/JPEGImages/2011_005731.jpg,"['person', 'person']","[[1, 1, 208, 374], [302, 66, 172, 303]]"
VOCdevkit/VOC2012/JPEGImages/2009_003739.jpg,"['person', 'person', 'horse']","[[393, 85, 107, 216], [154, 76, 60, 170], [75, 169, 247, 134]]"
VOCdevkit/VOC2012/JPEGImages/2007_003876.jpg,['aeroplane'],"[[98, 144, -5, 30]]"
VOCdevkit/VOC2012/JPEGImages/2008_008632.jpg,['train'],"[[422, 482, -181, -130]]"
VOCdevkit/VOC2012/JPEGImages/2009_000964.jpg,['cat'],"[[110, 158, 189, 109]]"
VOCdevkit/VOC2012/JPEGImages/2010_003547.jpg,['boat'],"[[163, 161, 337, 98]]"
VOCdevkit/VOC2012/JPEGImages/2007_002427.jpg,"['sofa', 'sofa', 'pottedplant']","[[143, 228, 18, 33], [60, 240, -59, -103], [181, 240, 72, 80]]"
VOCdevkit/VOC2012/JPEGImages/2010_000830.jpg,['sofa'],"[[67, 146, 329, 148]]"
VOCdevkit/VOC2012/JPEGImages/2011_004327.jpg,['person'],"[[1, 2, 283, 498]]"
VOCdevkit/VOC2012/JPEGImages/2012_001332.jpg,['person'],"[[353, 149, 147, 157]]"
VOCdevkit/VOC2012/JPEGImages/2011_002419.jpg,['dog'],"[[1, 1, 351, 374]]"
VOCdevkit/VOC2012/JPEGImages/2010_004775.jpg,"['person', 'person', 'chair', 'chair']","[[1, 142, 186, 233], [285, 105, 215, 270], [206, 224, 91, 127], [321, 236, 34, 41]]"
VOCdevkit/VOC2012/JPEGImages/2010_005434.jpg,['dog'],"[[103, 18, 397, 356]]"
VOCdevkit/VOC2012/JPEGImages/2009_002141.jpg,['cat'],"[[65, 1, 435, 354]]"
VOCdevkit/VOC2012/JPEGImages/2008_004135.jpg,['person'],"[[17, 410, -14, 82]]"
VOCdevkit/VOC2012/JPEGImages/2008_003057.jpg,['car'],"[[91, 375, -14, 125]]"
VOCdevkit/VOC2012/JPEGImages/2011_000692.jpg,"['diningtable', 'person', 'person']","[[1, 234, 329, 266], [174, 116, 61, 130], [1, 118, 39, 200]]"
VOCdevkit/VOC2012/JPEGImages/2009_001612.jpg,"['car', 'car', 'car']","[[51, 81, 410, 227], [1, 64, 230, 63], [1, 71, 230, 173]]"
VOCdevkit/VOC2012/JPEGImages/2011_000413.jpg,"['person', 'person', 'person', 'person', 'person', 'person']","[[423, 113, 37, 51], [464, 110, 35, 265], [323, 74, 148, 301], [196, 99, 82, 252], [72, 110, 91, 265], [113, 98, 141, 277]]"
VOCdevkit/VOC2012/JPEGImages/2008_000615.jpg,"['person', 'bicycle', 'person', 'person']","[[51, 339, 72, -52], [179, 375, -129, -64], [184, 371, -70, -170], [111, 375, -110, -280]]"
VOCdevkit/VOC2012/JPEGImages/2010_004271.jpg,"['cat', 'sofa']","[[228, 157, 125, 141], [1, 1, 499, 374]]"
VOCdevkit/VOC2012/JPEGImages/2010_006867.jpg,['person'],"[[155, 169, 35, 114]]"
VOCdevkit/VOC2012/JPEGImages/2009_002393.jpg,"['aeroplane', 'bird']","[[219, 87, 126, 49], [303, 5, 26, 14]]"
VOCdevkit/VOC2012/JPEGImages/2010_004107.jpg,"['horse', 'horse', 'horse']","[[261, 39, 239, 293], [80, 55, 160, 278], [1, 120, 151, 212]]"
VOCdevkit/VOC2012/JPEGImages/2008_007514.jpg,"['horse', 'person', 'person', 'person']","[[153, 384, -79, -233], [153, 392, -18, -174], [86, 278, -38, -124], [148, 235, -147, -208]]"
VOCdevkit/VOC2012/JPEGImages/2008_008199.jpg,"['cow', 'cow', 'cow']","[[147, 295, 4, 132], [144, 285, 48, 110], [216, 276, -16, 71]]"
VOCdevkit/VOC2012/JPEGImages/2011_000494.jpg,"['bird', 'bird']","[[192, 105, 308, 198], [151, 124, 93, 208]]"
VOCdevkit/VOC2012/JPEGImages/2008_006522.jpg,['car'],"[[157, 185, -156, -140]]"
VOCdevkit/VOC2012/JPEGImages/2011_006531.jpg,['person'],"[[54, 61, 370, 435]]"
VOCdevkit/VOC2012/JPEGImages/2011_003938.jpg,"['person', 'person']","[[19, 37, 168, 338], [298, 67, 156, 308]]"
VOCdevkit/VOC2012/JPEGImages/2010_005471.jpg,"['horse', 'person']","[[41, 228, 291, 272], [84, 8, 235, 449]]"
VOCdevkit/VOC2012/JPEGImages/2008_005386.jpg,['cat'],"[[30, 375, 55, 125]]"
VOCdevkit/VOC2012/JPEGImages/2008_005315.jpg,"['boat', 'person', 'person']","[[70, 98, 234, 302], [79, 300, -2, -107], [35, 296, 46, -51]]"
VOCdevkit/VOC2012/JPEGImages/2011_003803.jpg,['person'],"[[159, 95, 55, 121]]"
VOCdevkit/VOC2012/JPEGImages/2010_003053.jpg,"['aeroplane', 'aeroplane']","[[284, 245, 216, 94], [9, 144, 481, 159]]"
VOCdevkit/VOC2012/JPEGImages/2007_004009.jpg,['aeroplane'],"[[106, 255, 47, 19]]"
VOCdevkit/VOC2012/JPEGImages/2010_006566.jpg,['person'],"[[253, 42, 82, 60]]"
VOCdevkit/VOC2012/JPEGImages/2009_001735.jpg,['train'],"[[112, 179, 214, 178]]"
VOCdevkit/VOC2012/JPEGImages/2008_001690.jpg,"['motorbike', 'motorbike', 'person', 'person', 'person']","[[190, 255, 19, 51], [207, 270, 55, 120], [137, 267, 159, 105], [131, 250, 113, 59], [116, 211, 249, 178]]"
VOCdevkit/VOC2012/JPEGImages/2011_001726.jpg,"['tvmonitor', 'pottedplant']","[[155, 132, 78, 67], [291, 56, 104, 195]]"
VOCdevkit/VOC2012/JPEGImages/2009_004958.jpg,['train'],"[[124, 1, 376, 332]]"
VOCdevkit/VOC2012/JPEGImages/2010_001803.jpg,"['cow', 'cow', 'cow', 'cow', 'cow', 'cow', 'cow']","[[371, 200, 103, 76], [305, 203, 93, 71], [189, 202, 123, 74], [258, 195, 111, 78], [11, 214, 38, 30], [68, 215, 41, 25], [111, 211, 25, 20]]"
VOCdevkit/VOC2012/JPEGImages/2009_003353.jpg,"['bicycle', 'bicycle', 'person']","[[1, 238, 238, 137], [189, 202, 229, 173], [247, 87, 129, 288]]"
VOCdevkit/VOC2012/JPEGImages/2011_002251.jpg,['train'],"[[1, 19, 283, 470]]"
VOCdevkit/VOC2012/JPEGImages/2008_005137.jpg,['dog'],"[[109, 244, 49, 52]]"
VOCdevkit/VOC2012/JPEGImages/2011_000509.jpg,"['car', 'car', 'car', 'car', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[[11, 122, 454, 215], [244, 74, 132, 86], [2, 91, 65, 72], [374, 77, 74, 45], [132, 69, 22, 64], [163, 72, 17, 59], [461, 54, 39, 171], [68, 68, 13, 78], [401, 60, 19, 58], [441, 61, 26, 88], [213, 70, 15, 54], [232, 68, 17, 54]]"
VOCdevkit/VOC2012/JPEGImages/2011_000399.jpg,"['sofa', 'tvmonitor']","[[1, 177, 282, 198], [353, 114, 90, 76]]"
VOCdevkit/VOC2012/JPEGImages/2008_001666.jpg,"['chair', 'person', 'person', 'person', 'person', 'person', 'diningtable']","[[81, 198, 389, 302], [44, 142, 431, 358], [51, 375, 32, -79], [61, 231, 178, 162], [222, 316, 17, 16], [117, 291, 168, 143], [103, 175, -8, 89]]"
VOCdevkit/VOC2012/JPEGImages/2012_002753.jpg,['person'],"[[68, 194, 109, 72]]"
VOCdevkit/VOC2012/JPEGImages/2012_001904.jpg,['person'],"[[1, 1, 345, 403]]"
VOCdevkit/VOC2012/JPEGImages/2010_003279.jpg,['aeroplane'],"[[21, 71, 461, 113]]"
VOCdevkit/VOC2012/JPEGImages/2011_001535.jpg,"['bicycle', 'bicycle', 'car', 'car', 'person']","[[42, 177, 177, 198], [184, 187, 122, 188], [137, 87, 39, 56], [203, 90, 22, 18], [55, 70, 100, 187]]"
VOCdevkit/VOC2012/JPEGImages/2010_005158.jpg,"['tvmonitor', 'pottedplant', 'pottedplant', 'bottle']","[[59, 103, 361, 230], [414, 128, 86, 204], [1, 66, 107, 212], [419, 313, 22, 62]]"
VOCdevkit/VOC2012/JPEGImages/2010_002431.jpg,"['person', 'person', 'cow', 'cow', 'cow']","[[32, 124, 180, 342], [198, 134, 100, 300], [164, 180, 39, 27], [287, 173, 37, 25], [216, 164, 39, 26]]"
VOCdevkit/VOC2012/JPEGImages/2012_002188.jpg,"['person', 'person', 'person', 'person']","[[217, 160, 198, 177], [106, 107, 94, 141], [1, 20, 131, 287], [349, 87, 151, 136]]"
VOCdevkit/VOC2012/JPEGImages/2010_003220.jpg,"['chair', 'person']","[[256, 308, 151, 66], [119, 128, 166, 247]]"
VOCdevkit/VOC2012/JPEGImages/2011_003134.jpg,['boat'],"[[160, 162, 78, 21]]"
VOCdevkit/VOC2012/JPEGImages/2011_006151.jpg,['person'],"[[266, 125, 133, 204]]"
VOCdevkit/VOC2012/JPEGImages/2010_000327.jpg,"['sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'sheep', 'dog']","[[1, 235, 20, 66], [95, 240, 42, 45], [284, 272, 55, 58], [329, 277, 32, 51], [349, 266, 48, 56], [430, 315, 69, 56], [383, 285, 42, 38], [419, 255, 43, 58], [378, 246, 61, 42], [241, 186, 71, 67]]"
VOCdevkit/VOC2012/JPEGImages/2011_003392.jpg,['person'],"[[162, 107, 286, 198]]"
VOCdevkit/VOC2012/JPEGImages/2009_003312.jpg,['cat'],"[[283, 79, 217, 198]]"
VOCdevkit/VOC2012/JPEGImages/2008_004077.jpg,"['person', 'chair']","[[52, 315, 88, 45], [55, 197, 283, 228]]"
